Results from heasarc_actszclust: Atacama Cosmology Telescope DR5 Sunyaev-Zeldovich Cluster Catalog
Coordinate system: Equatorial
|name               |ra         |dec        |snr     |y_c       |y_c_error |redshift|redshift_error|mass_500c|mass_500c_pos_err|mass_500c_neg_err|mass_200m|mass_200m_pos_err|mass_200m_neg_err|
|ACT-CL J0116.5-3902|01 16 34.89|-39 02 59.5| 6.09868|1.8895e-04|3.0983e-05|0.947091|      0.021745|  2.21481|          0.43968|          0.36685|  3.76426|          0.74728|          0.62350|
|ACT-CL J0131.0-3902|01 31 00.99|-39 02 30.0| 4.11883|4.1656e-05|1.0113e-05|0.644262|      0.017909|  1.86328|          0.44494|          0.35917|  3.19279|          0.76241|          0.61545|
|ACT-CL J0236.0-3901|02 36 02.95|-39 01 23.7| 5.24059|1.0072e-04|1.9219e-05|1.009400|      0.028132|  2.12371|          0.42686|          0.35542|  3.60814|          0.72523|          0.60385|
|ACT-CL J0604.6-3901|06 04 38.00|-39 01 15.1| 4.36522|1.9696e-04|4.5121e-05|0.938000|      0.027132|  2.34991|          0.52726|          0.43064|  3.99885|          0.89725|          0.73282|
|ACT-CL J2029.2-3859|20 29 15.97|-38 59 38.4| 6.08210|1.2124e-04|1.9934e-05|0.856400|      0.025990|  3.40822|          0.65416|          0.54882|  5.85122|          1.12305|          0.94221|
|ACT-CL J0258.5-3859|02 58 35.01|-38 59 30.0| 4.08482|3.5168e-05|8.6096e-06|0.449992|      0.010532|  1.77439|          0.45572|          0.36260|  3.11599|          0.80029|          0.63675|
|ACT-CL J0144.2-3859|01 44 12.99|-38 59 15.0| 4.64953|5.7658e-05|1.2401e-05|0.622041|      0.009848|  2.10914|          0.47324|          0.38651|  3.63097|          0.81470|          0.66540|
|ACT-CL J0352.9-3858|03 52 54.13|-38 58 43.0| 8.70858|7.9112e-05|9.0844e-06|0.228189|      0.004221|  3.19902|          0.69091|          0.56819|  6.03595|          1.30361|          1.07207|
|ACT-CL J0116.7-3858|01 16 46.64|-38 58 33.2| 5.62588|1.3452e-04|2.3910e-05|0.707805|      0.016221|  2.34991|          0.48206|          0.40000|  4.02679|          0.82605|          0.68544|
|ACT-CL J0417.6-3857|04 17 36.66|-38 57 20.0| 4.20753|1.1117e-04|2.6421e-05|0.167171|      0.004603|  2.10623|          0.64312|          0.49269|  4.02567|          1.22921|          0.94168|
|ACT-CL J0210.9-3857|02 10 58.73|-38 57 16.3| 7.15153|1.7636e-04|2.4660e-05|1.050200|      0.028703|  2.61999|          0.46440|          0.39448|  4.47465|          0.79315|          0.67373|
|ACT-CL J0023.6-3856|00 23 41.00|-38 57 00.0| 4.16465|4.0850e-05|9.8088e-06|0.528077|      0.007357|  1.62918|          0.39739|          0.31946|  2.82045|          0.68796|          0.55306|
|ACT-CL J2218.6-3853|22 18 38.49|-38 53 42.8| 7.26055|8.6112e-05|1.1860e-05|0.137900|      0.000000|  3.88191|          1.03071|          0.81446|  7.63763|          2.02793|          1.60245|
|ACT-CL J0220.9-3853|02 20 57.42|-38 53 30.2| 4.56372|4.0810e-05|8.9423e-06|0.713128|      0.016209|  1.99061|          0.44664|          0.36479|  3.39802|          0.76243|          0.62271|
|ACT-CL J2351.8-3853|23 51 52.99|-38 53 14.3| 4.71109|1.1501e-04|2.4412e-05|0.676948|      0.017603|  1.57080|          0.38180|          0.30715|  2.67501|          0.65020|          0.52306|
|ACT-CL J0356.3-3851|03 56 20.07|-38 51 45.7| 6.55250|6.7548e-05|1.0309e-05|0.377029|      0.011522|  2.64172|          0.55070|          0.45570|  4.75139|          0.99049|          0.81963|
|ACT-CL J0512.9-3847|05 12 57.81|-38 47 40.0| 8.24707|8.5239e-05|1.0336e-05|0.325658|      0.006843|  3.77905|          0.77523|          0.64327|  6.94475|          1.42464|          1.18214|
|ACT-CL J0320.1-3847|03 20 10.40|-38 47 18.2| 4.27922|3.3287e-05|7.7788e-06|0.715794|      0.017735|  1.84033|          0.43632|          0.35270|  3.13586|          0.74347|          0.60099|
|ACT-CL J0227.5-3846|02 27 35.76|-38 46 55.7| 4.84821|5.9403e-05|1.2253e-05|0.573607|      0.007741|  2.12517|          0.47326|          0.38706|  3.67831|          0.81913|          0.66994|
|ACT-CL J2343.3-3842|23 43 19.61|-38 42 18.0| 4.74473|1.2338e-04|2.6005e-05|0.927800|      0.026989|  1.75736|          0.38249|          0.31412|  2.97253|          0.64697|          0.53133|
|ACT-CL J0323.5-3841|03 23 34.98|-38 41 59.6| 5.98773|1.4372e-04|2.4003e-05|0.926176|      0.019197|  2.37104|          0.45703|          0.38317|  4.03564|          0.77789|          0.65218|
|ACT-CL J0101.6-3840|01 01 41.93|-38 40 27.0| 6.20412|5.1114e-05|8.2387e-06|0.257512|      0.005421|  2.48128|          0.57773|          0.46862|  4.60580|          1.07239|          0.86986|
|ACT-CL J0000.0-3837|00 00 05.02|-38 37 36.2| 4.79399|3.2823e-05|6.8467e-06|0.300599|      0.006646|  1.69672|          0.42698|          0.34114|  3.08071|          0.77527|          0.61940|
|ACT-CL J0420.1-3837|04 20 08.38|-38 37 32.9| 4.89919|5.3744e-05|1.0970e-05|0.349889|      0.008769|  2.48641|          0.60223|          0.48481|  4.49497|          1.08872|          0.87644|
|ACT-CL J0456.7-3836|04 56 42.43|-38 36 18.1| 6.25864|7.4575e-05|1.1915e-05|0.396776|      0.011210|  3.25233|          0.69698|          0.57397|  5.85211|          1.25411|          1.03279|
|ACT-CL J0034.7-3831|00 34 46.65|-38 31 49.9| 4.31551|3.0659e-05|7.1043e-06|0.437823|      0.010837|  1.62918|          0.40438|          0.32397|  2.86216|          0.71042|          0.56915|
|ACT-CL J0139.4-3831|01 39 29.26|-38 31 48.8| 4.53893|3.5967e-05|7.9241e-06|0.431820|      0.010204|  1.77439|          0.46959|          0.37132|  3.12658|          0.82744|          0.65429|
|ACT-CL J0206.3-3831|02 06 18.98|-38 31 07.6| 5.69809|5.7139e-05|1.0028e-05|0.456416|      0.008805|  2.35964|          0.50567|          0.41643|  4.16496|          0.89256|          0.73504|
|ACT-CL J0220.9-3828|02 20 56.56|-38 28 49.3| 9.38575|7.5287e-05|8.0214e-06|0.228000|      0.000000|  3.38018|          0.73570|          0.60419|  6.38719|          1.39017|          1.14169|
|ACT-CL J0047.9-3826|00 47 58.99|-38 26 44.8| 4.43239|5.1771e-05|1.1680e-05|0.271112|      0.006193|  1.76707|          0.46919|          0.37075|  3.23965|          0.86019|          0.67971|
|ACT-CL J2350.8-3825|23 50 53.45|-38 25 54.0| 6.94790|4.5103e-05|6.4916e-06|0.254600|      0.017564|  2.10189|          0.48227|          0.39226|  3.88965|          0.89246|          0.72590|
|ACT-CL J0149.4-3825|01 49 26.66|-38 25 50.3| 7.03346|5.3719e-05|7.6376e-06|0.382186|      0.033433|  2.55408|          0.54734|          0.45075|  4.58474|          0.98252|          0.80912|
|ACT-CL J2355.2-3825|23 55 17.17|-38 25 20.5| 7.23049|5.2005e-05|7.1925e-06|0.670254|      0.015121|  2.48128|          0.46405|          0.39094|  4.26835|          0.79827|          0.67250|
|ACT-CL J0447.3-3823|04 47 20.94|-38 23 54.3| 5.56711|1.4909e-04|2.6781e-05|1.223600|      0.031130|  2.51568|          0.48078|          0.40364|  4.32047|          0.82571|          0.69322|
|ACT-CL J2241.1-3822|22 41 10.85|-38 22 37.5| 5.62362|7.5015e-05|1.3339e-05|0.846200|      0.025847|  2.19205|          0.42974|          0.35930|  3.72855|          0.73097|          0.61115|
|ACT-CL J2337.6-3822|23 37 36.67|-38 22 10.1|10.14118|1.3486e-04|1.3298e-05|0.726637|      0.045353|  3.42469|          0.58765|          0.50159|  5.90984|          1.01409|          0.86556|
|ACT-CL J0503.9-3820|05 03 59.61|-38 20 41.9| 4.38574|1.4424e-04|3.2888e-05|0.795842|      0.015377|  2.37268|          0.54440|          0.44280|  4.04857|          0.92892|          0.75556|
|ACT-CL J2346.1-3819|23 46 11.41|-38 19 57.8| 9.26787|7.8827e-05|8.5054e-06|1.055711|      0.143900|  2.95549|          0.51669|          0.43980|  5.06151|          0.88488|          0.75320|
|ACT-CL J0043.4-3819|00 43 28.66|-38 19 50.0| 4.17032|3.0110e-05|7.2199e-06|0.641445|      0.017744|  1.63480|          0.41140|          0.32869|  2.79439|          0.70322|          0.56183|
|ACT-CL J0253.2-3818|02 53 13.68|-38 18 13.7| 8.56842|7.0512e-05|8.2293e-06|0.442976|      0.012239|  3.30424|          0.63420|          0.53208|  5.89183|          1.13085|          0.94875|
|ACT-CL J0158.2-3815|01 58 14.54|-38 15 57.1| 8.00150|6.3188e-05|7.8971e-06|0.367636|      0.009342|  2.98823|          0.60310|          0.50182|  5.40207|          1.09027|          0.90718|
|ACT-CL J0603.0-3815|06 03 04.34|-38 15 55.1| 4.31324|4.7075e-05|1.0914e-05|0.483380|      0.007452|  2.28608|          0.59507|          0.47216|  4.01365|          1.04476|          0.82897|
|ACT-CL J0115.6-3815|01 15 38.99|-38 15 30.0| 4.09679|1.2575e-04|3.0696e-05|0.860447|      0.013011|  1.80395|          0.42156|          0.34170|  3.05515|          0.71394|          0.57871|
|ACT-CL J0249.4-3815|02 49 28.00|-38 15 14.8| 4.16532|4.0412e-05|9.7020e-06|0.455075|      0.009321|  1.86714|          0.46665|          0.37334|  3.27949|          0.81964|          0.65575|
|ACT-CL J2332.7-3813|23 32 44.70|-38 13 42.3| 6.77372|6.3254e-05|9.3381e-06|1.213400|      0.030988|  2.30981|          0.40942|          0.34778|  3.95758|          0.70150|          0.59587|
|ACT-CL J0224.8-3811|02 24 49.43|-38 11 47.4| 4.38649|3.3855e-05|7.7180e-06|0.280382|      0.006069|  1.71907|          0.47298|          0.37093|  3.14074|          0.86414|          0.67768|
|ACT-CL J0042.4-3809|00 42 27.83|-38 09 27.8| 6.85450|5.1148e-05|7.4619e-06|0.219660|      0.000000|  2.38250|          0.56080|          0.45395|  4.47581|          1.05354|          0.85280|
|ACT-CL J0008.7-3809|00 08 42.00|-38 09 06.3| 6.94090|6.1145e-05|8.8094e-06|0.753000|      0.000000|  2.46425|          0.45684|          0.38539|  4.21604|          0.78160|          0.65936|
|ACT-CL J0027.4-3806|00 27 26.03|-38 06 00.6| 4.88370|4.1761e-05|8.5511e-06|0.995030|      0.036028|  1.75494|          0.36292|          0.30073|  2.96929|          0.61405|          0.50882|
|ACT-CL J2322.2-3805|23 22 14.99|-38 05 31.1|14.34430|1.1763e-04|8.2001e-06|0.359745|      0.034352|  4.80887|          0.90329|          0.76045|  8.81166|          1.65517|          1.39343|
|ACT-CL J0243.0-3801|02 43 03.18|-38 01 07.3| 4.69320|3.5503e-05|7.5648e-06|0.618418|      0.009970|  1.90742|          0.45060|          0.36449|  3.27791|          0.77436|          0.62638|
|ACT-CL J0206.9-3759|02 06 58.83|-37 59 17.8| 6.16400|7.5688e-05|1.2279e-05|0.467521|      0.007881|  2.59843|          0.53951|          0.44675|  4.58735|          0.95247|          0.78871|
|ACT-CL J0119.8-3758|01 19 49.67|-37 58 20.8| 5.48420|4.3193e-05|7.8758e-06|0.567815|      0.006836|  2.26415|          0.49279|          0.40471|  3.92693|          0.85470|          0.70192|
|ACT-CL J0148.2-3753|01 48 16.03|-37 53 14.8| 4.38602|3.4308e-05|7.8222e-06|0.935829|      0.021421|  1.83275|          0.41432|          0.33792|  3.10266|          0.70140|          0.57207|
|ACT-CL J0351.8-3752|03 51 50.99|-37 53 00.0| 4.17552|7.9208e-05|1.8970e-05|0.329690|      0.008273|  1.79775|          0.47420|          0.37523|  3.24259|          0.85532|          0.67679|
|ACT-CL J0005.7-3751|00 05 44.80|-37 51 34.3|13.95529|1.4025e-04|1.0050e-05|0.503000|      0.000000|  4.21047|          0.73269|          0.62409|  7.47241|          1.30032|          1.10758|
|ACT-CL J0139.2-3749|01 39 15.34|-37 49 20.1| 4.14198|3.4685e-05|8.3740e-06|0.714732|      0.014543|  1.88004|          0.45054|          0.36344|  3.20514|          0.76810|          0.61961|
|ACT-CL J2315.7-3747|23 15 44.27|-37 47 00.5|11.60292|9.1234e-05|7.8630e-06|0.180500|      0.000000|  3.51790|          0.79824|          0.65061|  6.77651|          1.53764|          1.25327|
|ACT-CL J0354.5-3745|03 54 35.80|-37 45 03.5|13.86362|1.1573e-04|8.3477e-06|0.251000|      0.000000|  4.82878|          0.96658|          0.80537|  9.13586|          1.82873|          1.52372|
|ACT-CL J0012.8-3744|00 12 53.33|-37 44 39.8| 4.20920|3.2382e-05|7.6931e-06|0.368641|      0.009890|  1.59148|          0.41288|          0.32783|  2.83535|          0.73558|          0.58406|
|ACT-CL J2234.4-3744|22 34 27.58|-37 44 35.1|28.39481|2.2698e-04|7.9936e-06|0.152912|      0.000000|  9.58674|          2.18341|          1.77838| 19.22840|          4.37932|          3.56694|
|ACT-CL J0028.0-3744|00 28 04.00|-37 44 30.0| 4.69323|9.0366e-05|1.9255e-05|0.476846|      0.007906|  1.76342|          0.41208|          0.33403|  3.08192|          0.72020|          0.58378|
|ACT-CL J0338.3-3744|03 38 22.34|-37 44 27.3| 5.00370|4.1420e-05|8.2779e-06|0.475354|      0.007492|  2.12371|          0.49087|          0.39871|  3.72751|          0.86157|          0.69982|
|ACT-CL J0237.7-3742|02 37 42.14|-37 42 57.7| 8.12854|6.5943e-05|8.1125e-06|0.509558|      0.006504|  3.12285|          0.59170|          0.49745|  5.49845|          1.04182|          0.87587|
|ACT-CL J0425.5-3742|04 25 32.35|-37 42 51.2| 9.23587|1.2214e-04|1.3225e-05|0.321540|      0.006743|  4.39410|          0.87957|          0.73287|  8.11469|          1.62432|          1.35341|
|ACT-CL J0355.9-3741|03 55 58.58|-37 41 29.5| 7.01560|5.6797e-05|8.0958e-06|0.473000|      0.000000|  2.79132|          0.55874|          0.46555|  4.93120|          0.98708|          0.82245|
|ACT-CL J0014.7-3739|00 14 46.88|-37 39 10.0| 5.72112|1.4100e-04|2.4646e-05|0.620903|      0.013904|  2.07886|          0.43336|          0.35861|  3.57815|          0.74591|          0.61724|
|ACT-CL J0229.3-3737|02 29 20.33|-37 37 32.3| 5.97521|7.5319e-05|1.2605e-05|0.927800|      0.026989|  2.45747|          0.46764|          0.39288|  4.18591|          0.79656|          0.66921|
|ACT-CL J2342.0-3736|23 42 01.41|-37 36 58.1| 4.85358|3.3035e-05|6.8064e-06|0.336200|      0.018707|  1.65518|          0.42368|          0.33733|  2.97487|          0.76148|          0.60628|
|ACT-CL J0039.9-3736|00 39 57.01|-37 36 14.6| 4.47268|4.8194e-05|1.0775e-05|0.606134|      0.008836|  1.81641|          0.41984|          0.34102|  3.12220|          0.72166|          0.58617|
|ACT-CL J0454.3-3735|04 54 21.88|-37 35 57.4| 8.36476|1.0769e-04|1.2875e-05|0.509482|      0.006415|  4.01511|          0.75748|          0.63726|  7.11061|          1.34147|          1.12856|
|ACT-CL J0319.5-3733|03 19 31.34|-37 33 56.6| 4.47805|3.5021e-05|7.8206e-06|0.917600|      0.026846|  1.79034|          0.40322|          0.32910|  3.02958|          0.68232|          0.55690|
|ACT-CL J0546.2-3733|05 46 17.51|-37 33 42.2| 4.99211|7.4445e-05|1.4913e-05|0.563899|      0.007070|  2.84370|          0.63087|          0.51633|  4.95918|          1.10019|          0.90043|
|ACT-CL J0056.0-3732|00 56 01.97|-37 32 45.5| 7.12046|5.8586e-05|8.2278e-06|0.162500|      0.000000|  2.63627|          0.65888|          0.52714|  5.07775|          1.26908|          1.01532|
|ACT-CL J0103.4-3730|01 03 26.86|-37 30 03.5| 4.61321|3.7290e-05|8.0834e-06|0.658796|      0.012700|  1.95394|          0.45661|          0.37012|  3.34731|          0.78222|          0.63405|
|ACT-CL J0057.0-3726|00 57 02.04|-37 26 44.4| 5.12297|4.2173e-05|8.2321e-06|0.576600|      0.007623|  2.17701|          0.48663|          0.39773|  3.76865|          0.84242|          0.68851|
|ACT-CL J2240.9-3723|22 40 58.27|-37 23 29.4| 6.69887|7.9648e-05|1.1890e-05|0.389067|      0.027781|  2.63264|          0.54443|          0.45114|  4.72176|          0.97646|          0.80913|
|ACT-CL J0434.6-3723|04 34 40.70|-37 23 18.2| 5.57052|7.8122e-05|1.4024e-05|0.916085|      0.017243|  2.80674|          0.55487|          0.46329|  4.79467|          0.94788|          0.79142|
|ACT-CL J0018.6-3720|00 18 36.67|-37 20 50.3| 4.52123|1.0948e-04|2.4215e-05|0.661186|      0.015529|  1.63142|          0.39375|          0.31719|  2.78383|          0.67189|          0.54125|
|ACT-CL J2344.2-3719|23 44 17.55|-37 19 52.3| 6.45229|6.8941e-05|1.0685e-05|0.581000|      0.022134|  2.40723|          0.47391|          0.39596|  4.17412|          0.82176|          0.68659|
|ACT-CL J0106.1-3719|01 06 10.93|-37 19 38.7| 5.45715|4.3678e-05|8.0038e-06|0.559056|      0.007542|  2.30663|          0.49624|          0.40838|  4.00656|          0.86196|          0.70935|
|ACT-CL J0456.5-3715|04 56 30.67|-37 15 20.2| 4.20932|4.4739e-05|1.0629e-05|0.237895|      0.005518|  2.09322|          0.60178|          0.46741|  3.89490|          1.11974|          0.86971|
|ACT-CL J0014.6-3714|00 14 42.00|-37 14 15.1| 4.31908|1.0911e-04|2.5261e-05|0.828926|      0.013030|  1.57947|          0.37716|          0.30446|  2.66969|          0.63750|          0.51461|
|ACT-CL J0533.1-3712|05 33 06.77|-37 12 38.0| 5.49171|1.4917e-04|2.7163e-05|0.927800|      0.026989|  2.83783|          0.56336|          0.47005|  4.84872|          0.96256|          0.80313|
|ACT-CL J2317.5-3712|23 17 34.99|-37 12 30.0| 4.31563|1.3218e-04|3.0629e-05|0.182107|      0.023642|  1.57947|          0.48939|          0.37362|  2.97945|          0.92317|          0.70479|
|ACT-CL J0017.5-3712|00 17 32.99|-37 12 15.3| 4.67539|4.1603e-05|8.8982e-06|0.723103|      0.015872|  1.83275|          0.40505|          0.33174|  3.12128|          0.68983|          0.56497|
|ACT-CL J0043.9-3710|00 43 58.79|-37 10 18.6| 6.86330|1.8253e-04|2.6595e-05|0.858422|      0.012559|  2.44903|          0.45402|          0.38301|  4.17434|          0.77387|          0.65284|
|ACT-CL J0458.5-3709|04 58 31.02|-37 09 44.6| 5.33809|6.6951e-05|1.2542e-05|0.740805|      0.014468|  2.83392|          0.58841|          0.48724|  4.86619|          1.01037|          0.83666|
|ACT-CL J0029.1-3708|00 29 10.91|-37 08 12.5| 7.36066|4.9947e-05|6.7856e-06|0.473000|      0.000000|  2.49842|          0.49392|          0.41239|  4.40276|          0.87040|          0.72673|
|ACT-CL J0333.3-3707|03 33 23.44|-37 07 38.2| 5.61774|7.0493e-05|1.2548e-05|1.048535|      0.035849|  2.21938|          0.42780|          0.35867|  3.77693|          0.72803|          0.61037|
|ACT-CL J0542.2-3704|05 42 13.66|-37 04 59.1| 6.54864|6.5975e-05|1.0075e-05|0.938000|      0.027132|  2.90705|          0.55558|          0.46644|  4.96952|          0.94975|          0.79736|
|ACT-CL J2244.1-3704|22 44 11.19|-37 04 16.4|14.28763|1.0834e-04|7.5828e-06|0.442580|      0.036401|  4.39108|          0.78190|          0.66371|  7.88328|          1.40373|          1.19156|
|ACT-CL J0446.7-3703|04 46 47.95|-37 03 50.7|14.41433|2.8548e-04|1.9805e-05|0.600165|      0.007239|  6.01075|          1.02656|          0.87681| 10.61965|          1.81370|          1.54913|
|ACT-CL J0412.1-3702|04 12 10.69|-37 02 37.7| 4.93036|5.2290e-05|1.0606e-05|1.305200|      0.032273|  2.20416|          0.45399|          0.37645|  3.79161|          0.78095|          0.64757|
|ACT-CL J0532.9-3701|05 32 55.87|-37 01 33.6|17.08825|1.9368e-04|1.1334e-05|0.274700|      0.000000|  7.44607|          1.47819|          1.23334| 14.14036|          2.80713|          2.34216|
|ACT-CL J0106.0-3700|01 06 05.99|-37 00 38.5| 4.44728|3.5559e-05|7.9957e-06|0.263895|      0.006702|  1.72262|          0.47850|          0.37448|  3.16342|          0.87872|          0.68770|
|ACT-CL J0047.6-3659|00 47 40.98|-36 59 35.9| 5.34518|8.1328e-05|1.5215e-05|0.917600|      0.026846|  2.15464|          0.43486|          0.36183|  3.66005|          0.73869|          0.61464|
|ACT-CL J0304.0-3656|03 04 04.64|-36 56 40.2| 9.86338|8.8402e-05|8.9627e-06|0.219200|      0.000000|  3.67639|          0.79093|          0.65090|  6.98432|          1.50259|          1.23656|
|ACT-CL J0222.3-3655|02 22 19.59|-36 55 48.2| 4.33881|3.5908e-05|8.2761e-06|0.298679|      0.006816|  1.82771|          0.48688|          0.38446|  3.32601|          0.88601|          0.69964|
|ACT-CL J0330.2-3650|03 30 13.00|-36 50 39.7| 4.74107|1.4888e-04|3.1403e-05|0.367854|      0.027357|  1.92722|          0.49164|          0.39171|  3.44875|          0.87979|          0.70097|
