source_number;name;ra;dec;snr;ir_contam_flag;nn_quality_flag;y5r500;y5r500_error;validation_status;redshift;redshift_source_name;mass_sz;mass_sz_pos_err;cosmology_sample_flag
 183;PSZ2 G046.88+56.48;231,0469;29,9129;12,92534;0;0,986243;0,0132815;0,00221515; 20; 0.114500;RXC J1524.1+2955; 5.307450;0,221242;1
 184;PSZ2 G047.48+37.37;252,5787;27,0351; 4.96519;0;0,794336;0,00246213;0,000970784; 12; 0.240000;; 4.194511;0,521058;0
 185;PSZ2 G047.53+08.55;281,7441;16,8432; 6.55390;0;0,15271;0,00229224;0,000708727; -1;;;;;0
 186;PSZ2 G047.71-59.47;342,1206;-16,1084; 5.72031;0;0,954721;0,00197803;0,000729621; 21; 0.247200;RXCJ2248.5-1606; 4.610344;0,466116;0
 187;PSZ2 G047.73-60.15;342,7584;-16,4002; 6.71279;0;0,998288;0,00368875;0,00101849; 21; 0.122100;RXCJ2251.0-1624; 3.364438;0,296297;1
 188;PSZ2 G048.08-46.63;330,5731;-9,8895; 5.35043;0;0,925964;0,00722673;0,00245001; 21; 0.080900;RXCJ2202.0-0949; 2.110695;0,28171;0
 189;PSZ2 G048.09+27.18;263,5649;24,5443; 4.70094;0;0,994102;0,000834058;0,000218578; 20; 0.736080;; 6.134852;0,741854;0
 190;PSZ2 G048.10+57.16;230,3161;30,6278; 9.92657;0;0,981147;0,00859862;0,00172111; 21; 0.077700;A2061; 3.589891;0,207678;1
 191;PSZ2 G048.21-65.00;347,4397;-18,31; 4.83178;0;0,93291;0,00147346;0,000591299; 11; 0.420000;; 5.599690;0,685159;0
 192;PSZ2 G048.24-51.59;335,0523;-12,1975; 6.25937;0;0,982277;0,00128883;0,000379616; 12; 0.544000;; 7.330888;0,621788;0
 193;PSZ2 G048.39-16.78;304,8894;5,4829; 4.57623;0;0,999488;0,0011919;0,000494848; -1;;;;;0
 194;PSZ2 G048.47+34.86;255,5351;27,1467; 5.74142;0;0,846492;0,00489667;0,00229459; -1;;;;;0
 195;PSZ2 G048.75+53.18;234,9669;30,696; 4.84985;0;0,930327;0,00339439;0,00133187; 21; 0.098000;RXC J1539.8+3043; 2.528186;0,302826;0
 196;PSZ2 G048.91-25.55;312,6791;1,396; 5.56195;0;0,979837;0,00109806;0,000273584; 21; 0.333400;RXC J2050.7+0123; 5.441668;0,590031;0
 197;PSZ2 G049.09+25.23;265,9155;24,7403; 6.09655;0;0,892629;0,00268329;0,00108961; 11; 0.141000;ACO 2279; 3.682184;0,370658;1
 198;PSZ2 G049.18+65.05;221,1194;31,2334; 6.14944;0;0,966172;0,00128628;0,000377239; 21; 0.234000;A1961; 4.729747;0,46857;1
 199;PSZ2 G049.22+30.87;260,0217;26,6316;11,75388;0;0,980682;0,0054828;0,000995559; 20; 0.164400;RXC J1720.1+2637; 5.904146;0,304454;1
 200;PSZ2 G049.32+44.37;245,1404;29,8941; 7.98890;0;0,990872;0,00430237;0,00124086; 21; 0.097200;RXC J1620.5+2953; 3.671208;0,256858;1
 201;PSZ2 G049.69-49.46;333,6176;-10,3524; 8.15535;0;0,973028;0,00608362;0,00153824; 21; 0.098000;RXCJ2214.5-1022; 3.631749;0,299377;1
 202;PSZ2 G049.80-25.16;312,7713;2,2845; 7.59538;0;0,791393;0,00328645;0,000913889; 21; 0.321100;RXC J2051.1+0216; 6.392646;0,491457;1
 203;PSZ2 G050.06-27.32;314,7312;1,3563; 6.78541;0;0,874223;0,00238598;0,000842997; 11; 0.334000;WHL J314.721+1.402; 6.597796;0,566938;1
 204;PSZ2 G050.40+31.17;260,0323;27,6882; 7.28319;0;0,977905;0,00258446;0,000637795; 20; 0.164000;RXC J1720.1+2740; 4.331068;0,342846;1
 205;PSZ2 G050.46+67.54;218,168;31,5879; 5.57971;0;0,563222;0,00108006;0,000274476; 20; 0.131300;RXC J1432.4+3137; 2.923395;0,326385;0
 206;PSZ2 G050.98-61.48;344,7463;-15,6081; 5.10084;0;0,846649;0,00126285;0,000527741; 16;;;;;0
 207;PSZ2 G051.40-61.15;344,548;-15,2724; 4.60461;0;0,970108;0,0059298;0,00352478; -1;;;;;0
 208;PSZ2 G051.48-30.87;318,3989;0,5196; 4.99205;0;0,969541;0,00096987;0,000259417; -1;;;;;0
 209;PSZ2 G052.08+46.13;243,4439;32,0814; 4.75720;0;0,940056;0,00149406;0,000673686; -1;;;;;0
 210;PSZ2 G052.35-31.98;319,7375;0,5439; 5.04271;0;0,993047;0,00125418;0,000515869; 24; 0.264975;RMJ211849.1+003337.2; 4.588255;0,54746;0
 211;PSZ2 G052.93+10.42;282,3868;22,4541; 5.84150;1;0,043435;0,00313622;0,000894289; 15;;;;;0
 212;PSZ2 G053.44-36.25;323,7992;-1,0448; 8.49727;1;0,970161;0,0022697;0,000595789; 20; 0.330000;RXC J2135.2-0102; 7.453945;0,453629;1
 213;PSZ2 G053.53+59.52;227,5546;33,4915;15,90024;0;0,997881;0,0055291;0,000778636; 20; 0.113000;RXC J1510.1+3330; 5.850329;0,229441;1
 214;PSZ2 G053.55-29.85;318,5154;2,5707; 6.44241;0;0,984947;0,0149743;0,0049854; 21; 0.049400;RXC J2113.8+0233; 1.796174;0,182032;1
 215;PSZ2 G053.63-41.84;328,5449;-4,0019; 4.75624;0;0,998619;0,0029466;0,00146057; 21; 0.150900;RXCJ2154.2-0400; 3.257652;0,449043;0
 216;PSZ2 G053.64-34.48;322,4101;0,0733; 4.87367;0;0,910271;0,00565302;0,00288912; 20; 0.234700;RXC J2129.6+0005; 4.338452;0,506086;0
 217;PSZ2 G053.80+36.49;254,9008;31,7432; 5.16280;0;0,967551;0,00175782;0,000729475; -1;;;;;0
 218;PSZ2 G053.88-64.60;348,2367;-15,9875; 5.81609;0;0,924603;0,00154019;0,000554572; 20; 0.262000;; 4.972126;0,497616;0
 219;PSZ2 G053.99-45.06;331,3919;-5,5581; 4.68861;0;0,996329;0,00761002;0,00448127; 21; 0.058200;RXCJ2205.6-0535; 1.783753;0,271564;0
 220;PSZ2 G054.85+54.30;233,8283;34,3446; 5.19457;0;0,910691;0,00146726;0,000542708; 20; 0.234700;WHL J233.831+34.35; 4.385536;0,451735;0
 221;PSZ2 G054.95-33.39;322,118;1,5874; 7.30456;0;0,933271;0,00166707;0,000475676; 20; 0.392000;ACT-CLJ2128.4+0135; 7.323019;0,58044;1
 222;PSZ2 G054.99+53.41;234,9018;34,4313; 8.39736;0;0,974245;0,00306671;0,000616419; 20; 0.229000;RXC J1539.7+3424; 5.727959;0,383732;1
 223;PSZ2 G055.59+31.85;260,615;32,1354;14,03012;0;0,989142;0,00405814;0,000584038; 20; 0.224000;RXC J1722.4+3208; 7.778520;0,314255;1
 224;PSZ2 G055.80+32.90;259,4624;32,5608; 5.24777;0;0,973774;0,00315259;0,00145535; 21; 0.105400;RXC J1717.8+3235; 2.578606;0,298455;0
 225;PSZ2 G055.95-34.89;323,826;1,4105; 9.53946;0;0,998295;0,00455388;0,00111335; 20; 0.231000;RXC J2135.2+0125; 6.731695;0,40756;1
 226;PSZ2 G056.14+28.06;265,0748;31,603; 5.52402;0;0,997931;0,00114311;0,000582973; 20; 0.426000;WHL J265.066+31.60; 5.529974;0,546918;0
 227;PSZ2 G056.38+23.36;270,3845;30,3962; 4.84910;0;0,819752;0,000905335;0,000292634; 16;;;;;0
 228;PSZ2 G056.62+88.42;194,4923;27,7528; 5.55876;0;0,972717;0,105358;0,000961341; 13; 0.045041;; 3.295758;0,002293;0
 229;PSZ2 G056.77+36.32;255,6663;34,0511;12,73948;0;0,978099;0,00914482;0,0016826; 21; 0.095300;RXC J1702.7+3403; 4.379626;0,189833;1
 230;PSZ2 G056.79-11.60;304,741;15,1262; 8.05499;0;0,991479;0,00444592;0,000959014; 11; 0.122000;ZwCl 2016.6+1457; 4.006226;0,317473;0
 231;PSZ2 G056.93-55.08;340,8341;-9,5951;11,81756;0;0,993088;0,00313482;0,000508167; 20; 0.447000;RXC J2243.3-0935; 9.992374;0,439357;1
 232;PSZ2 G057.08-74.45;357,7826;-19,9825; 6.77588;0;0,978633;0,003881;0,00112976; 20; 0.248000;; 4.707928;0,426243;1
 233;PSZ2 G057.09+11.19;283,5194;26,483; 4.96353;0;0,990685;0,0019249;0,00085961; -1;;;;;0
 234;PSZ2 G057.25-45.34;332,9308;-3,8292;12,45863;0;0,999799;0,00389635;0,00064647; 20; 0.397000;RXC J2211.7-0349;10,503954;0,501485;1
 235;PSZ2 G057.61+34.93;257,4672;34,4613;11,62464;0;0,985566;0,00905448;0,00179262; 21; 0.080200;RXC J1709.8+3426; 3.731657;0,1826;1
 236;PSZ2 G057.73+51.58;237,1413;36,1034; 6.85405;0;0,996936;0,00210744;0,000657051; 25; 0.238200;ACO 2131; 5.586019;0,5033;1
 237;PSZ2 G057.78+52.32;236,2149;36,1219; 7.21459;0;0,983102;0,00371603;0,00105951; 21; 0.065400;A2124; 2.379446;0,211405;1
 238;PSZ2 G057.80+88.00;194,9118;27,9537;35,69822;0;0,991508;0,198444;0,00782688; 21; 0.023100;RXC J1259.7+2756; 7.165297;0,067439;1
 239;PSZ2 G057.92+27.64;266,0678;32,9986; 8.03256;0;0,950311;0,00457089;0,00135245; 21; 0.075700;RXC J1744.2+3259; 2.683969;0,213294;1
 240;PSZ2 G057.92-07.40;301,6444;18,3116; 6.74997;0;0,002011;0,00373557;0,00160941; 20;;;;;0
 241;PSZ2 G058.29+18.55;276,336;30,432;15,18053;0;0,991854;0,0152265;0,00256699; 21; 0.065000;RXC J1825.3+3026; 3.882002;0,166707;0
 242;PSZ2 G058.31+41.96;249,0508;36,0554; 4.53542;0;0,976216;0,00119623;0,000459723; -1;;;;;0
 243;PSZ2 G058.42-33.50;323,8823;3,8818; 5.03892;0;0,976409;0,00542981;0,00241995; -1;;;;;0
 244;PSZ2 G058.81-49.68;337,0708;-5,5274; 5.31049;0;0,951214;0,00207655;0,000868708; 20; 0.520000;; 6.714546;0,767381;0
 245;PSZ2 G059.18+32.91;260,2029;35,3248; 5.35068;0;0,984461;0,00201138;0,000794356; 11; 0.383000;WHL J260.275+35.32; 5.213302;0,531253;0
 246;PSZ2 G059.29+44.49;245,9901;36,9729; 5.40143;0;0,98447;0,00176267;0,000693743; 24; 0.342746;RMJ162356.7+370019.0; 5.758566;0,664973;0
 247;PSZ2 G059.47+33.06;260,0786;35,6002; 6.53476;0;0,943088;0,00103599;0,00018917; 21; 0.387000;MACSJ1720.2+3536; 6.087978;0,563484;1
 248;PSZ2 G059.52+16.23;279,3393;30,6642; 4.77966;0;0,696028;0,00160368;0,000902072; -1;;;;;0
 249;PSZ2 G059.72-46.21;334,6484;-2,9574; 4.81405;0;0,910206;0,00789838;0,00458011; 21; 0.090200;RXCJ2218.8-0258; 2.225783;0,309184;0
 250;PSZ2 G059.76+14.59;281,1949;30,2468; 4.88584;0;0,993732;0,00267649;0,000953842; -1;;;;;0
 251;PSZ2 G059.81-39.09;329,0383;1,421; 6.76988;0;0,980441;0,00373986;0,00139444; 20; 0.224000;ACO 2397; 4.991002;0,479019;1
 252;PSZ2 G060.00-18.68;312,5874;13,7469; 6.06946;0;0,951918;0,00260209;0,000778318; 20; 0.221000;; 4.584714;0,428717;1
 253;PSZ2 G060.10+15.59;280,2784;30,9322; 6.50494;0;0,998981;0,00285923;0,00105316; 20; 0.190000;; 4.666568;0,434785;0
 254;PSZ2 G060.13+11.44;284,6834;29,2857; 7.19171;0;0,996918;0,00282228;0,000916842; 10; 0.224000;; 5.528235;0,49057;0
 255;PSZ2 G060.16+64.50;221,0737;35,9376; 4.66757;0;0,999778;0,00264604;0,00162295; 24; 0.360746;RMJ144415.9+355713.1; 4.999158;0,62752;0
 256;PSZ2 G060.55+27.00;267,5745;35,0761; 5.20176;0;0,987331;0,00175826;0,000677869; 21; 0.171200;RXC J1750.2+3504; 3.480424;0,402899;0
 257;PSZ2 G061.47-14.69;310,0452;17,2001; 5.69622;0;0,996658;0,00216645;0,000969469; 21; 0.169000;RXC J2040.1+1712; 3.768758;0,372417;0
 258;PSZ2 G061.75+88.11;194,727;28,0231;10,65135;0;0,986618;0,231662;0,028445; 13; 0.043605;; 3.402263;0,63215;1
 259;PSZ2 G062.44-46.43;335,9857;-1,6169; 8.25754;0;0,950595;0,00499358;0,00127253; 21; 0.090600;RXCJ2223.8-0138; 3.466840;0,280815;1
 260;PSZ2 G062.46-21.35;316,2129;14,0347; 6.95418;0;0,99807;0,00292008;0,00111671; 21; 0.161500;RXC J2104.9+1401; 4.334959;0,372521;1
 261;PSZ2 G062.94+43.69;247,1565;39,5602;15,77931;0;0,963542;0,021663;0,00303196; 21; 0.029900;RXC J1628.6+3932; 2.872406;0,124047;1
 262;PSZ2 G063.38+53.44;234,5073;39,4147; 6.35144;0;0,875879;0,00147379;0,000458546; 24; 0.422033;RMJ153754.2+392444.8; 6.239583;0,579085;1
 263;PSZ2 G063.80+11.42;286,4733;32,5459; 6.74806;0;0,995656;0,0009985;0,00017028; 10; 0.426000;; 6.208445;0,561233;0
 264;PSZ2 G063.91-16.75;313,2398;17,8936; 5.25825;0;0,996864;0,00143961;0,000582039; 11; 0.393000;; 5.610311;0,607159;0
 265;PSZ2 G064.11-53.72;342,2958;-5,4467; 5.32064;0;0,99307;0,00155287;0,000670672; 24; 0.245236;RMJ224906.4-052710.7; 4.475352;0,494732;0
 266;PSZ2 G064.98+16.71;281,1499;35,697; 4.57037;0;0,583936;0,00134112;0,000635602; -1;;;;;0
 267;PSZ2 G065.28+44.53;246,0751;41,247; 5.18461;0;0,982668;0,00137823;0,000510332; 21; 0.182500;RXC J1624.2+4114; 3.896934;0,47159;0
 268;PSZ2 G065.32-64.84;351,3189;-12,1252; 6.15877;0;0,996806;0,00285135;0,000945054; 21; 0.085200;RXCJ2325.3-1207; 2.483537;0,240984;1
 269;PSZ2 G065.35-08.01;306,5168;24,1352; 5.82943;0;0,001099;0,00251008;0,00109666; -1;;;;;0
 270;PSZ2 G065.45+78.10;204,818;33,0102; 4.79796;0;0,960436;0,000812847;0,000233125; 30; 0.273000;GMBCG J204.74580+32.97396; 4.065760;0,512691;0
 271;PSZ2 G065.79+41.80;249,7168;41,599; 5.21985;0;0,882149;0,00121911;0,00043587; 20; 0.336000;WHL J249.716+41.62; 5.225000;0,561617;0
 272;PSZ2 G065.81-83.77;7,1504;-23,6319; 5.61178;0;0,970476;0,00281402;0,00116123; 21; 0.112000;RXCJ0028.6-2338; 2.831822;0,321305;0
 273;PSZ2 G065.89+31.59;263,2231;40,6419; 5.36420;0;0,824008;0,00336978;0,00116428; 25; 0.132900;ACO 2272; 2.736139;0,358163;0
 274;PSZ2 G066.01-23.30;319,8934;15,4112; 5.73578;0;0,833459;0,00414613;0,00159021; 11; 0.248000;; 4.345807;0,538649;0
 275;PSZ2 G066.19+12.86;286,067;35,2697; 5.89245;0;0,987887;0,00107063;0,000289122; 10; 0.246200;; 4.436603;0,460268;0
 276;PSZ2 G066.26+20.82;276,8511;38,2587; 5.15818;0;0,992926;0,000917734;0,000293001; 20; 0.278000;; 4.134477;0,482115;0
 277;PSZ2 G066.34+26.14;270,3078;39,8546; 5.63197;0;0,964314;0,00106219;0,000358102; 16;;;;;0
 278;PSZ2 G066.41+27.03;269,2019;40,1327; 8.79017;0;0,995417;0,00120579;0,00016231; 11; 0.576000;WHL J269.219+40.13; 7.698463;0,518404;1
 279;PSZ2 G066.59-58.51;346,8558;-7,5423; 5.01411;0;0,911135;0,00106457;0,000380742; -1;;;;;0
 280;PSZ2 G066.68+68.44;215,432;37,2821; 7.06509;0;0,945194;0,00286325;0,000826451; 24; 0.163008;RMJ142140.1+371728.7; 3.788265;0,318338;1
 281;PSZ2 G066.76-08.42;307,7696;25,0448; 4.81270;0;0,915813;0,00187317;0,000947193; -1;;;;;0
 282;PSZ2 G066.85+22.48;275,0416;39,2985; 4.88061;0;0,948468;0,000855568;0,000289236; 16;;;;;0
 283;PSZ2 G067.17+67.46;216,5032;37,816;17,8133;0;0,990353;0,00495366;0,000590582; 20; 0.171200;RXC J1426.0+3749; 7.235890;0,258205;1
 284;PSZ2 G067.21-20.49;318,3645;18,0579; 4.51388;0;0,752169;0,00167265;0,000759546; -1;;;;;0
 285;PSZ2 G067.36+10.74;289,0095;35,4126;10,91819;0;0,988421;0,0029865;0,000558534; 21; 0.209000;RXC J1916.1+3525; 6.225169;0,345624;0
 286;PSZ2 G067.52+34.75;259,3134;42,4618; 8.43776;0;0,991204;0,00182903;0,000518344; 20; 0.175400;RXC J1717.3+4226; 4.537866;0,337382;1
 287;PSZ2 G067.72-24.13;321,5994;16,0812; 4.68072;0;0,905427;0,00089062;0,000259163; -1;;;;;0
 288;PSZ2 G067.89-32.29;328,0099;10,8046; 4.99316;0;0,986667;0,00116785;0,000396486; 13; 0.194480;; 3.842075;0,472208;0
 289;PSZ2 G068.22+15.18;284,3945;38,005; 8.22624;0;0,967775;0,0113776;0,00264563; 21; 0.056700;RXC J1857.6+3800; 2.174992;0,15647;1
 290;PSZ2 G068.36+81.81;200,6946;31,6565; 8.99457;0;0,938877;0,00191183;0,000434187; 20; 0.308300;RXC J1322.8+3138; 6.600488;0,422163;1
 291;PSZ2 G068.49-39.12;333,428;6,5331; 4.81011;0;0,955928;0,00329076;0,00171196; 24; 0.390731;RMJ221345.3+063210.5; 5.383282;0,670964;0
 292;PSZ2 G068.61-46.60;338,9268;1,4494; 5.55703;0;0,99426;0,00425318;0,00138314; 21; 0.059400;RXCJ2235.6+0128; 1.929044;0,208892;0
 293;PSZ2 G069.35-15.58;315,6864;22,736; 4.57261;0;0,995976;0,00274759;0,00157969; 16;;;;;0
 294;PSZ2 G069.39+68.05;215,4044;38,3613; 4.50803;0;0,964021;0,00107859;0,000444609; 16;;;;;0
 295;PSZ2 G069.47-29.06;326,5036;13,9876; 5.14324;0;0,996376;0,00127186;0,000475746; -1;;;;;0
 296;PSZ2 G069.66-79.26;3,6923;-20,4149; 7.25631;0;0,959367;0,00171942;0,000453635; 20; 0.317000;; 5.917576;0,457808;1
 297;PSZ2 G069.92-18.90;318,8035;21,0309; 6.18567;0;0,985928;0,0017939;0,000489784; 11; 0.308000;WHL J318.790+21.01; 5.562441;0,486533;1
 298;PSZ2 G070.08-31.79;328,9194;12,515; 7.35683;0;0,965803;0,00169857;0,00045312; 21; 0.192000;RXC J2155.6+1232; 4.956602;0,419521;1
 299;PSZ2 G070.89+49.26;239,1791;44,6533; 5.74976;0;0,98871;0,00143376;0,000479208; 11; 0.610000;; 6.460897;0,653292;0
 300;PSZ2 G071.21+28.86;268,013;44,6695; 9.32113;0;0,987761;0,00142792;0,000281412; 20; 0.366000;RXC J1752.0+4440; 6.747450;0,437761;1
 301;PSZ2 G071.39+59.54;225,3359;42,3464; 8.57915;0;0,949516;0,00169115;0,000451342; 21; 0.291700;RXC J1501.3+4220; 5.869359;0,419794;1
 302;PSZ2 G071.63+29.78;266,8257;45,1899; 8.71285;0;0,968729;0,00411999;0,000987368; 21; 0.156500;RXC J1747.2+4512; 4.130355;0,2882;1
 303;PSZ2 G071.67-42.76;337,725;5,7015; 8.63493;0;0,009084;0,00507502;0,00110104; -1;;;;;0
 304;PSZ2 G071.82-56.55;347,3865;-4,1583; 4.78345;0;0,861846;0,000820485;0,000220332; 16;;;;;0
 305;PSZ2 G072.40-78.45;3,4305;-19,4862; 6.82875;0;0,995946;0,00319773;0,000900308; 21; 0.094000;RXCJ0013.6-1930; 2.756623;0,233331;1
 306;PSZ2 G072.59-43.25;338,5628;5,8108; 7.23265;0;0,999747;0,00259168;0,000932318; 20; 0.159000;ACO 2454; 4.287392;0,374735;0
 307;PSZ2 G072.62+41.46;250,0941;46,7103;27,43035;0;0,994017;0,0121415;0,000942547; 20; 0.228000;RXC J1640.3+4642;11,691892;0,250056;1
 308;PSZ2 G072.79-18.73;320,5963;23,1867;13,98702;0;0,990343;0,00622373;0,00088732; 20; 0.143000;ZwCl 2120.1+2256; 6.169773;0,234918;0
 309;PSZ2 G072.80-41.12;337,1937;7,46; 4.64083;0;0,971833;0,00250447;0,00131598; 24; 0.372969;RMJ222850.0+072735.1; 5.161725;0,683461;0
 310;PSZ2 G072.96-12.26;315,3095;27,5524; 4.58600;0;0,83954;0,00218918;0,00133539; -1;;;;;0
 311;PSZ2 G073.31+67.52;215,1737;39,9245; 6.40328;0;0,983478;0,00180083;0,000703542; 11; 0.609000;WHL J215.168+39.91; 6.744055;0,553972;1
 312;PSZ2 G073.38-80.01;4,7635;-20,4202; 7.53794;0;0,998375;0,00327327;0,00105738; 21; 0.277300;RXC J0019.0-2026; 5.607659;0,467645;1
 313;PSZ2 G073.64+36.50;257,3829;47,5475; 5.41557;0;0,986434;0,00089809;0,000239138; 20; 0.560000;; 6.050735;0,615392;0
 314;PSZ2 G073.82-54.92;347,0909;-2,1956; 6.96300;0;0,956296;0,0022684;0,000709294; 20; 0.296600;RXC J2308.3-0211; 5.520188;0,512898;1
 315;PSZ2 G073.97-27.82;328,4233;17,6986;19,09002;0;0,994711;0,00704834;0,000682581; 20; 0.232900;RXC J2153.5+1741; 9.799098;0,272814;1
 316;PSZ2 G074.08-54.68;347,046;-1,9213; 6.09968;0;0,882891;0,00294602;0,000850966; 11; 0.304700;RXC J2308.3-0155; 5.396809;0,495036;0
 317;PSZ2 G074.37+71.11;210,9114;38,4697; 5.73757;0;0,895826;0,00162615;0,000792879; 24; 0.484519;RMJ140344.1+382703.9; 5.752661;0,52704;0
 318;PSZ2 G074.75-24.59;326,5373;20,4778; 7.22880;0;0,822255;0,00409568;0,00111211; 20; 0.250000;ZwCl 2143.5+2014; 5.025205;0,44941;1
 319;PSZ2 G075.08+19.83;281,6991;45,7759; 5.73798;0;0,912736;0,00135749;0,000406852; -1;;;;;0
 320;PSZ2 G075.11-58.83;350,2344;-4,6444; 4.56968;0;0,89851;0,00192436;0,000903288; 24; 0.189212;RMJ232054.2-043402.4; 3.343928;0,446615;0
 321;PSZ2 G075.30+37.21;256,347;48,8897; 5.19652;0;0,999872;0,00197614;0,000889917; 30; 0.269100;NSC J170525+485359; 4.502697;0,50532;0
 322;PSZ2 G075.71+13.51;290,2899;43,9749;48,98511;0;0,993855;0,0783094;0,00589608; 21; 0.055700;RXC J1921.1+4357; 8.735104;0,113267;1
 323;PSZ2 G075.85+15.53;287,7883;44,9173; 4.63607;0;0,996641;0,00230797;0,00163919; 16;;;;;0
 324;PSZ2 G076.18-47.30;343,1583;4,4977; 5.38230;0;0,849308;0,00157908;0,000544173; 14; 0.666000;; 6.333331;0,688514;0
 325;PSZ2 G076.44+23.53;277,0514;48,06; 6.01971;0;0,96676;0,00185425;0,000571525; 11; 0.169000;; 3.133843;0,323247;1
 326;PSZ2 G076.51+21.73;279,6574;47,6284; 4.68689;0;0,990972;0,00134052;0,000680854; -1;;;;;0
 327;PSZ2 G076.55+60.29;223,0302;44,4554; 5.42086;0;0,879582;0,00159596;0,000614924; 16;;;;;0
 328;PSZ2 G076.81-32.57;333,6922;15,9245; 4.68467;0;0,917611;0,00124679;0,000578897; -1;;;;;0
 329;PSZ2 G077.20-65.45;355,3344;-9,0186; 5.05928;0;0,954316;0,00214723;0,000802357; 20; 0.251000;RXC J2341.2-0901; 4.110028;0,511425;0
 330;PSZ2 G077.67+30.59;266,7472;50,472; 5.03435;0;0,999005;0,00476743;0,00223481; -1;;;;;0
 331;PSZ2 G077.70+26.70;272,7462;49,8939; 5.20454;0;0,999643;0,00728132;0,00295526; 21; 0.050100;RXC J1811.0+4954; 1.317545;0,131418;0
 332;PSZ2 G077.90-26.63;330,2281;20,9701;11,06887;0;0,986858;0,0049707;0,00086388; 20; 0.147000;RXC J2200.8+2058; 5.061577;0,266583;1
 333;PSZ2 G078.10-83.83;8,153;-22,6781; 4.86867;0;0,830799;0,00273889;0,00107183; 16;;;;;0
 334;PSZ2 G078.36-47.22;344,255;5,5029; 5.46857;0;0,906634;0,00220866;0,00100685; 21; 0.169600;A2507; 3.700373;0,421944;0
 335;PSZ2 G078.67+20.06;282,979;49,044; 7.69521;0;0,998178;0,000831019;0,000106883; 20; 0.450000;; 5.196190;0,366902;1
 336;PSZ2 G079.35+28.35;270,5783;51,6226; 5.87768;0;0,971681;0,00275184;0,00103971; 20; 0.204000;ZwCl 1801.2+5136; 3.774629;0,428217;0
 337;PSZ2 G079.36+38.06;254,8539;52,0757; 4.94709;0;0,997657;0,0014568;0,000630759; -1;;;;;0
 338;PSZ2 G079.88+14.97;290,7956;48,2555; 5.62618;0;0,94032;0,000784413;0,000180069; 11; 0.099800;; 2.321968;0,302969;0
 339;PSZ2 G080.16+57.65;225,2369;47,2874; 7.84710;0;0,72725;0,00424976;0,00122673; 20; 0.087800;ACO 2018; 2.512724;0,203773;1
 340;PSZ2 G080.37+14.64;291,5468;48,5562; 8.14551;0;0,994926;0,00396355;0,00110747; 21; 0.098000;RXC J1926.1+4833; 3.096608;0,191892;1
 341;PSZ2 G080.41-33.24;336,5396;17,3767; 8.68015;0;0,984726;0,00333852;0,000902037; 20; 0.107200;RXC J2226.0+1722; 3.774048;0,266256;1
 342;PSZ2 G080.55-24.82;330,855;23,9105; 5.13550;0;0,905953;0,000859055;0,000214456; 24; 0.266227;RMJ220325.8+235418.7; 4.279973;0,504392;0
 343;PSZ2 G080.64+64.31;216,8313;44,1308; 5.30269;0;0,951602;0,000958789;0,000364103; 24; 0.502080;RMJ142716.1+440730.6; 5.225707;0,570539;0
 344;PSZ2 G080.65-46.81;345,2399;6,7827; 7.69433;0;0,973282;0,0107537;0,00317389; 20; 0.042000;RBS 1929; 1.955792;0,170943;1
 345;PSZ2 G080.70+48.31;238,2988;51,1483; 4.66116;0;0,978806;0,00195179;0,00098312; 21; 0.235400;RXC J1553.3+5107; 3.198215;0,410853;0
 346;PSZ2 G081.00-50.93;347,8982;3,6287;10,07041;0;0,976402;0,00376202;0,000857791; 20; 0.299800;RXC J2311.5+0338; 7.483999;0,412306;1
 347;PSZ2 G081.02+50.57;234,8082;50,6137; 4.76356;0;0,929264;0,00248253;0,00159245; 24; 0.500574;RMJ153906.4+503644.9; 4.691208;0,548593;0
 348;PSZ2 G081.22-41.95;342,6027;10,914; 5.49883;0;0,962773;0,00316529;0,00129252; 21; 0.076800;RXC J2250.3+1054; 2.237844;0,269264;0
 349;PSZ2 G081.31-68.56;358,5691;-10,4452; 7.78224;0;0,941892;0,00469194;0,00137709; 21; 0.076500;RXCJ2354.2-1024; 2.761984;0,216913;1
 350;PSZ2 G081.56+26.51;274,0962;53,2489; 5.31120;0;0,933925;0,00150551;0,000643488; 21; 0.276400;RXC J1816.4+5314; 4.014786;0,472767;0
 351;PSZ2 G081.60+18.47;286,7628;51,1126; 5.57701;0;0,989736;0,00100494;0,000345435; -1;;;;;0
 352;PSZ2 G081.72+70.15;210,0995;41,0129; 5.48548;0;0,990016;0,00184385;0,000662327; 24; 0.250479;RMJ140026.7+410140.5; 4.160481;0,415723;0
 353;PSZ2 G082.06+27.23;273,0413;53,8117; 5.32967;0;0,997595;0,000981434;0,000369621; -1;;;;;0
 354;PSZ2 G082.31-67.00;357,9402;-8,9667; 6.13725;0;0,844463;0,00120534;0,000445721; 20; 0.393900;WHL J357.962-8.991; 5.901285;0,54667;0
 355;PSZ2 G082.37+22.35;281,1318;53,0125; 5.92958;0;0,995061;0,00144434;0,000537967; 16;;;;;0
 356;PSZ2 G082.88-75.10;2,9823;-15,3987; 4.94476;0;0,754787;0,00121237;0,0004691; 21; 0.378000;MACSJ0011.7-1523; 5.062408;0,578726;0
 357;PSZ2 G083.14+66.57;213,4445;43,6523; 5.38624;0;0,777745;0,00111423;0,000411369; 21; 0.089000;RXC J1413.7+4339; 2.074912;0,247524;0
